salario_medio_moradores_regiao,idade_media_casas_regiao,quantidade_media_comodos_regiao,quantidade_media_quartos_regiao,populacao_regiao,valor_casa
80168,6,7,6,24833,1406438
73047,6,7,6,47053,1703880
76186,7,7,5,30829,1553459
50764,6,7,3,33577,872595
72551,5,5,4,39740,1030325
59981,6,6,2,49620,1194114
74521,3,7,6,26251,978104
77853,4,7,3,38031,1224187
71684,5,7,5,24555,1062878
76223,6,5,2,30165,1023944
51654,5,8,4,28197,834600
60717,4,5,4,42891,596350
69413,3,5,4,43722,578142
78529,7,7,5,23897,1578087
71350,5,8,4,29207,1285099
70250,6,8,6,35271,1520264
54725,5,7,5,26993,722115
68508,6,7,6,25290,1085103
66789,5,6,4,35735,1037033
62087,6,8,6,43013,1316206
77345,5,8,3,26706,1137069
52018,5,7,4,60742,1248690
87916,7,6,2,32697,1939603
44710,5,8,4,56584,1048801
44048,6,8,5,40942,1028275
64201,5,5,3,23252,642646
80778,7,6,3,42462,1812209
54407,6,7,3,36707,1139960
70594,6,6,2,55601,1673538
66357,6,7,5,39575,1324846
62141,5,6,4,37463,916718
83774,7,9,4,37130,2115011
39777,5,7,3,38725,696014
83088,6,8,5,40564,2021311
52588,5,5,2,32938,253186
57818,6,6,4,37984,911248
81462,6,7,4,31484,1573289
74584,5,6,3,46372,1463383
67445,6,7,3,36419,1366854
61660,6,6,3,50291,1347904
74405,5,5,2,28304,913397
71074,6,7,5,44214,1613414
77864,5,6,3,25200,928564
70692,3,7,4,31027,994654
72750,5,7,3,45134,1434144
76483,5,5,2,54737,1382787
74401,5,5,2,26015,962592
59378,6,7,3,43306,1373529
84691,6,7,5,22216,1558640
66832,7,5,2,41344,1533816
81947,7,6,2,43487,1791771
68342,6,7,5,34530,1274984
52941,6,6,4,54294,1176438
81785,4,6,3,56712,1530173
94494,7,6,3,31307,1825858
68177,6,5,3,23835,974600
65893,4,6,4,28173,856262
71793,7,7,6,53272,1903533
90864,4,7,5,39183,1629641
62034,5,7,4,29194,1192672
75545,5,5,4,32614,1068856
74852,7,8,6,26120,1535845
62303,5,8,3,33711,1033155
71481,5,7,4,45246,1530013
80484,4,5,2,28076,1131226
84431,4,7,3,26124,1347226
55707,4,6,4,22588,676739
81023,6,5,2,30501,1437756
72466,5,5,2,12113,744742
71663,6,6,2,35315,1230629
81881,5,8,4,62340,1976170
85480,2,5,4,47508,1033865
63753,8,7,6,31347,1558572
56935,6,6,4,32965,849181
66513,6,8,4,5727,717662
72554,5,6,4,36249,1187091
69956,4,7,3,35148,1326947
65126,4,7,4,47258,1245785
71270,5,7,6,40130,1331897
59124,6,8,4,36442,1472338
55383,7,8,5,36106,1130221
52512,7,6,3,25943,907462
77050,6,5,4,47171,1581817
73267,5,7,4,44674,1441577
58585,6,5,3,28026,820250
72770,7,6,4,21357,1293462
70203,5,5,3,40588,1288123
75841,6,6,2,48641,1361008
73679,4,5,4,42734,1084427
72928,7,6,2,38728,1638095
64448,5,7,6,21240,1197437
52652,5,7,4,34776,928211
78482,7,6,3,28452,1367620
68398,6,6,2,49548,1486401
73921,7,5,2,36269,1555510
71162,6,7,3,39134,1434240
61269,5,7,5,36337,981785
75175,5,5,4,25943,1005431
71286,6,7,4,36411,1346050
52190,6,6,2,39309,942397
84054,6,6,3,38712,1812766
69017,5,6,4,27751,981560
81490,6,8,5,55928,1914510
69273,4,7,5,42086,1034367
87106,5,7,6,44102,1795223
59821,5,5,3,54223,965492
69517,4,9,4,39739,1384802
95358,5,6,2,49759,1902815
45546,4,8,5,34810,923830
69664,7,5,2,37012,1074647
65221,5,7,5,34752,1069292
74452,5,5,4,37298,1065679
61046,7,4,4,40277,855667
66537,5,6,3,39265,985462
64675,4,5,4,36376,664299
56586,4,8,5,19540,603715
66148,7,6,3,38903,1300134
62714,5,7,4,40082,1095392
73490,6,6,2,52452,1357798
51858,5,7,3,28593,730739
67481,6,8,6,18846,1115628
74497,6,8,4,28160,1204753
70073,5,7,5,40109,1441527
86458,4,8,6,22321,1336743
56894,5,6,3,32478,742705
58153,5,6,3,45756,1150439
84556,5,6,2,31797,1326847
82732,5,6,3,41136,1252664
65694,6,6,3,43406,1359763
76061,7,7,6,40876,1778013
66935,6,8,5,17573,1109059
73148,6,4,4,40372,1038940
77961,5,6,2,23334,1003701
60553,5,7,6,37277,1086829
79500,8,6,3,32069,1727983
63237,4,9,5,33805,1133140
71348,7,6,3,34405,1460759
75654,7,6,3,49451,1900789
83539,4,7,6,37676,1157759
85719,6,6,4,38030,1603075
75571,6,7,4,33988,1218264
57227,6,8,4,20744,1002023
59256,5,4,3,32695,742016
64975,5,6,4,36975,1023863
65310,7,7,4,40677,1578136
61127,4,8,6,31396,1121093
67055,6,4,2,32034,893802
71043,6,6,3,20763,955166
57838,2,7,3,37771,589970
48144,5,8,4,23465,763874
67952,6,6,3,58782,1513224
68467,3,8,4,46594,1036338
66767,4,6,2,46125,1075724
77135,5,6,2,32779,1086709
64916,5,8,3,39315,1381273
50343,6,5,4,27445,691855
62036,5,7,3,14790,862377
59467,3,7,6,36436,667428
55306,5,6,2,32446,624245
76027,5,8,4,37462,1282365
63317,7,6,3,43523,1479063
71146,5,6,4,42968,1342068
70950,6,7,6,39778,1538040
64603,4,5,3,33673,815594
69993,6,7,5,39898,1391159
62367,4,6,2,23533,727367
62654,5,6,4,36718,1053485
70842,6,6,3,42987,1519928
64975,5,6,2,37088,918534
72200,6,7,3,42485,1523802
62524,5,7,5,19113,1020042
68377,5,5,2,33641,901753
61194,3,7,4,28667,369433
69147,6,6,4,42892,1318058
61592,6,6,2,23011,1060967
72487,7,6,2,44865,1584616
62949,4,7,5,30373,814378
78605,7,7,6,18493,1536208
55565,7,7,4,35680,1388209
55845,5,6,2,43790,919963
89026,6,7,5,38039,1978630
76338,7,7,3,50620,1928729
53547,5,8,3,57979,1520957
74812,6,6,3,45471,1414260
63407,4,6,4,36397,826484
54743,7,7,6,27692,1079951
85658,6,5,2,35204,1545962
56631,7,5,2,51351,1374117
79978,5,4,2,27897,957806
69840,5,8,4,27895,1096543
86985,6,7,3,25788,1412806
74521,5,7,4,38533,1527962
58568,6,7,5,44067,1340075
67712,6,6,3,16561,880851
74280,7,5,4,26115,1324470
56000,6,6,3,41006,1034540
72980,5,6,4,37786,1079000
70602,5,5,4,35594,883022
60595,6,7,4,47991,1434836
55317,4,7,4,42317,670735
66208,4,8,3,40346,1228978
65827,7,7,6,31304,1210047
82264,5,8,5,34066,1446979
93032,6,6,3,35621,1872192
70126,6,7,5,33017,1270964
64717,5,7,3,31860,1145804
73804,6,7,4,40877,1574212
67465,4,7,6,22714,863448
78401,6,6,2,47727,1805502
57077,6,6,4,55114,1312637
59756,5,6,3,33516,697212
60214,6,7,3,39252,1475350
70513,5,7,5,39275,1383784
72791,5,5,2,44476,1166602
60357,7,4,2,36198,934744
72310,6,7,5,37736,1625167
74547,4,6,2,48175,1268965
89730,5,9,6,23059,1792753
59861,8,6,2,45919,1434324
80134,5,7,3,43751,1532645
58198,4,5,4,14226,420123
71784,4,6,4,15554,825178
67449,7,6,4,29748,1112295
77906,6,9,3,31399,1639099
71020,4,8,6,36788,1162855
54474,6,7,4,21409,803270
53494,6,8,4,41530,1103486
60883,6,6,2,31135,1005947
63022,5,5,2,33582,904790
77514,4,6,2,30820,985059
80537,6,5,2,31872,1430642
75470,6,8,6,17780,1147443
57782,4,9,4,37625,1046818
71327,6,8,6,42634,1501304
66057,4,7,6,31824,802846
60345,4,7,6,32654,1005090
62816,4,7,3,55887,1288199
78182,4,7,5,34253,1364195
59556,5,5,3,37604,736897
89209,4,7,3,47798,1592176
61753,5,7,4,39993,1169051
62587,6,8,3,38345,1227660
62946,6,6,2,42312,1261491
68681,5,6,4,44279,1238929
64168,6,7,3,20038,1031122
79843,6,7,3,45902,1571848
60390,5,8,6,37921,1223915
66397,4,6,4,50504,906011
63057,6,7,3,43315,1365945
75045,5,8,4,25492,1152146
71254,6,7,5,38916,1455737
80440,5,8,3,31114,1537865
59810,7,7,5,14452,975913
82241,8,6,2,10951,1401561
70951,4,6,3,38455,865817
63351,5,7,4,31063,1076439
73803,6,5,2,32644,1166334
86247,4,6,2,44610,1638542
64927,5,6,4,29364,1138885
53722,6,7,3,47649,1300389
66409,6,7,5,31188,1239318
60186,7,5,3,45545,1168126
63016,5,6,3,19815,735660
62991,7,7,4,22993,1066280
72836,4,5,3,16988,454234
91935,6,7,4,50112,2092950
78497,5,8,3,25389,1245947
76118,5,7,4,9193,709348
71425,7,7,5,32561,1500473
74796,6,7,6,40819,1641750
70877,6,7,3,23315,1235751
71298,7,8,5,32345,1730662
69603,5,8,6,37942,1299674
84855,5,6,4,37413,1250958
76909,6,8,3,26843,1554302
62785,6,5,3,59003,1493623
77254,6,6,3,28162,1419159
80082,8,6,3,37980,1910485
80526,6,5,2,45751,1578320
57873,7,7,3,28510,1200402
87674,5,7,3,28470,1566015
72330,6,6,3,21282,1218201
45286,5,6,2,45127,718869
55573,7,4,4,29352,919207
74952,5,5,3,50373,1397680
82070,5,6,3,34620,1630439
67650,5,4,4,28532,670063
66703,6,5,2,44141,1406436
57084,7,7,3,55851,1524968
58260,7,7,6,32295,1509930
41732,7,6,3,28104,795508
49991,6,8,4,40067,1218509
64568,4,7,4,44657,1082826
79583,6,8,4,48780,1924562
77267,3,8,6,22487,1107031
64455,5,6,4,41123,1191262
62637,5,7,5,32901,1071013
72654,7,5,3,27879,1245750
45914,5,5,3,32699,378466
38530,4,8,4,67727,1267987
60402,5,7,3,47018,1265760
77595,6,6,2,23825,1185616
78778,5,6,4,28177,1156853
66821,5,6,3,33972,1038177
63615,6,8,6,44761,1385777
75876,4,6,4,36119,1236308
63007,6,5,4,27688,819028
60698,7,6,2,48495,1433494
92128,6,6,4,39870,1794212
55317,5,6,2,43765,752843
85738,5,8,3,25987,1690541
62353,5,7,4,38011,1086182
51634,5,4,3,18998,334485
64795,5,6,4,46056,1096912
79158,6,8,5,31766,1628830
55698,5,7,3,42235,762402
50005,4,6,4,26145,304239
46449,6,5,4,55176,880214
65068,4,6,2,29647,691941
57889,5,6,4,27588,578594
86962,6,5,4,50350,1798522
62921,6,7,6,32152,1086736
77020,5,5,3,25332,936554
50578,5,5,4,41306,789633
71905,4,5,3,14297,738432
86393,4,5,4,33687,1254912
83846,6,6,3,30488,1566253
39653,5,6,2,40275,395901
67821,5,7,6,28294,1028966
71555,7,9,4,30874,1816152
70591,6,8,3,30531,1459540
80182,3,9,3,15090,1223261
65122,4,7,4,42561,1272180
63630,5,7,5,23129,933306
69886,6,6,2,22959,1130108
87595,5,7,3,43681,1795429
54629,4,6,2,55495,911901
59464,5,7,3,33026,874572
68891,4,6,4,41435,840683
87847,6,7,6,24344,1473072
56030,5,7,3,46255,887017
74087,6,5,2,30709,1102062
81406,5,6,2,46645,1473372
71178,4,7,6,37655,1092701
61818,6,6,2,25120,1044999
71930,4,6,4,23234,943668
64552,5,7,3,48667,1535781
89687,5,7,3,33767,1742351
62972,6,6,3,25243,1158172
66565,6,6,3,50182,1585348
76187,6,7,3,45084,1618721
71663,4,7,5,39241,1228532
57139,5,5,3,38266,832537
67907,6,7,6,35538,1273120
64969,5,6,3,35237,899186
63082,5,5,3,19151,615555
53917,3,7,4,44916,679922
64753,6,6,2,46411,1511839
66404,6,6,3,39236,1168846
78398,4,6,2,27167,1151407
54293,4,9,3,35079,891662
70763,5,7,6,35279,1055418
74158,4,7,3,41003,1336859
79498,6,5,2,41484,1632943
73274,6,8,5,33215,1590336
83284,7,6,3,33854,1668905
83882,6,7,3,25838,1670257
51668,5,7,5,34668,999408
61989,4,7,5,35997,925164
67043,4,7,3,62402,1375215
59048,5,6,4,14520,562839
74665,4,7,5,59036,1844929
85345,4,7,6,13088,904497
73415,6,6,4,41628,1479604
67367,5,7,4,33098,1094574
58846,6,7,4,42617,1235682
50794,6,8,6,39943,1156980
57679,6,8,3,53494,1545508
70276,6,6,3,34846,1342998
60772,6,6,4,38147,1178846
68994,6,7,4,44604,1335831
44214,5,7,3,49640,786431
44566,6,7,5,26564,775326
65825,7,6,2,36959,1238396
81638,5,6,4,38212,1317468
83441,5,7,6,24482,1384798
61846,5,7,3,69621,1504316
66407,4,5,4,31395,626086
64469,6,7,3,29247,1057308
66469,5,7,3,36227,1095769
81742,5,7,6,40562,1630435
67229,7,5,2,26894,1109560
70486,5,6,3,26725,987026
68419,5,8,3,34638,1296121
69618,5,6,3,30006,800629
61297,5,6,4,26656,785399
61285,5,6,3,29544,953819
82389,5,7,4,32494,1299925
77168,6,7,6,28109,1328586
74048,7,7,3,27782,1551390
53617,5,6,3,24737,533387
80850,6,6,2,41420,1501103
68901,5,5,2,30832,956764
50442,4,7,6,33439,644142
70745,6,7,3,34915,1392314
57868,6,7,6,45196,1189069
62554,5,6,4,39403,923972
61283,3,7,4,36616,720060
77632,4,7,5,39950,1309939
79874,4,7,4,30410,1196997
64346,5,6,2,32337,959102
83875,7,8,5,30783,1735417
70365,6,7,4,29450,1500482
55468,6,7,3,37666,1099351
68186,6,8,3,33350,1460364
71850,6,6,2,44013,1371641
61000,6,7,3,60697,1739761
56036,7,6,4,33127,1143673
70614,6,5,4,39449,1113313
71208,5,6,4,25696,920748
73376,6,8,5,37811,1560616
60823,6,7,5,35447,1023595
71676,7,6,4,45994,1577462
76144,7,6,3,17355,1366406
89548,4,6,4,39759,1403803
65273,6,8,6,40094,1431407
82973,7,5,4,22098,1167627
37908,6,7,6,39632,880403
70374,7,6,2,35981,1428694
68672,6,6,2,45020,1301936
77112,6,6,2,36552,1506657
58725,6,6,2,22762,866689
69285,4,6,2,42643,1017105
70543,6,8,5,31116,1480328
55899,5,5,2,43063,738412
71375,6,6,3,42699,1314246
77053,5,8,6,37397,1587623
74741,4,6,2,33984,1124425
35797,5,7,5,24844,299863
60850,3,7,4,56303,873516
68383,6,6,4,37285,1083187
77434,6,6,2,41866,1598594
73685,8,6,3,36000,1798927
59348,6,7,6,35785,893541
61197,5,7,3,35551,1032043
79007,6,7,5,23460,1412777
69465,6,8,5,43677,1621700
69525,6,7,3,36950,1343163
58334,5,8,4,23907,965075
71816,5,8,6,26990,1253610
68998,7,7,6,35821,1399980
53362,7,7,3,50304,1451659
63713,4,8,3,42507,1032347
63079,6,8,3,21940,1201110
75263,3,7,5,30888,1185161
67468,7,7,3,44476,1641227
63162,4,8,5,38697,1203094
67794,8,6,2,25903,1343395
58676,5,5,3,56269,1213852
48537,6,6,3,18691,581200
75437,5,4,2,31432,877567
75989,7,8,3,37299,1843979
55766,6,6,3,45764,1113648
66169,6,6,2,25362,1120439
83470,5,8,3,39220,1694139
62223,6,6,2,35450,1197307
83357,6,6,3,28688,1168823
64204,4,7,6,46157,1233484
87551,6,6,3,26612,1455556
61449,4,7,5,42419,1063183
75289,5,7,5,21667,1152047
68789,5,8,3,41491,1555185
55557,5,5,4,19220,499548
61783,6,8,4,34189,1405496
78926,5,6,2,34478,1151212
73263,5,6,3,30957,1362436
75156,6,7,5,38652,1412501
68945,6,6,4,30124,1249670
65632,6,5,4,42803,1184527
67814,6,8,3,43477,1557915
71045,6,6,4,30143,1169265
49211,6,6,2,21182,449728
62491,7,8,5,24677,1295918
62500,4,7,6,38180,877823
65706,6,5,4,42527,1271340
65453,6,7,6,49972,1410011
56161,6,7,5,46485,1140188
70885,6,7,5,38627,1547889
94805,6,4,4,45481,1813997
65579,5,5,2,41260,1063131
60457,6,7,6,39182,1280276
74191,6,6,4,33838,1194515
74469,5,6,4,35370,1399892
57699,7,6,3,60849,1601483
75342,5,7,6,42151,1540998
52193,6,7,5,45134,1107078
85386,5,8,6,45248,1922406
79064,5,6,3,43834,1261761
80256,6,5,2,40240,1232993
73411,6,9,5,28435,1640359
69089,5,6,3,30622,1020536
64909,6,9,5,42180,1577850
76936,5,6,4,23283,962069
55734,6,7,3,32524,1073348
84040,6,5,2,44711,1609092
79522,4,8,6,61223,1727453
64715,6,6,3,37212,1474467
75136,7,8,5,35514,1633138
72606,7,7,6,31550,1629346
59979,5,7,6,33072,980049
65567,5,6,4,44057,928539
55250,5,6,4,22912,583017
81137,7,6,3,34493,1659171
73340,3,6,3,36956,1039333
77622,6,6,3,51102,1599997
57542,4,8,4,46205,1059406
52848,5,5,4,53628,880133
73654,6,4,3,31859,1251874
60041,3,7,3,50637,697657
64379,5,8,5,32228,1075315
63317,5,8,6,44066,1283152
68895,5,7,4,43119,1213352
57045,4,6,2,49759,793895
83714,6,7,4,28369,1524622
62968,5,5,3,24554,556840
56727,6,7,6,20471,815570
76563,7,6,3,14415,1137060
64938,5,7,6,34736,1058611
52361,5,6,3,48661,971200
81602,3,6,2,18687,757720
58566,5,8,5,53152,1375951
56397,5,8,5,27647,748323
76357,7,5,2,26657,1257102
76695,6,8,4,18904,1485913
64311,5,6,3,19420,696139
79299,7,7,5,39160,1595663
77279,5,5,2,37520,1065907
46819,5,7,6,48952,917351
82079,6,7,6,33646,1675123
71373,7,5,2,29187,1305070
61641,7,7,5,50035,1560693
81090,5,6,3,30433,1189981
75078,7,8,4,56148,2108376
71441,7,7,5,40167,1475734
45610,6,7,3,42614,961354
88470,7,6,2,45811,1955254
74941,7,7,6,28977,1626369
82973,6,6,4,29611,1409439
76395,8,5,3,36758,1604955
87335,5,8,6,39995,1745516
63563,5,6,2,38088,944032
74522,6,4,3,39312,999827
73299,4,7,4,45214,1260814
55980,7,5,2,43968,1120943
73491,5,4,3,30800,1111307
83695,7,7,5,33113,1736402
78743,6,6,4,24381,1340770
70720,6,5,3,19114,801349
54037,8,6,3,28696,1324382
75046,5,7,5,34107,1340344
75980,6,5,3,40394,1518478
80393,8,5,4,39547,1910585
82224,5,8,3,57166,1823498
75664,5,6,2,54724,1406865
71663,6,7,6,24109,1203850
58800,5,7,6,37426,1020096
69655,7,6,4,32902,1194357
62623,5,6,3,50985,1211900
75117,6,6,2,43976,1378938
71060,5,7,4,34814,1260241
65729,6,6,3,25573,1197073
67637,7,5,3,43846,1275143
47965,5,7,5,46071,885205
52723,5,8,6,14802,479501
74102,5,7,3,24041,1263721
87499,6,4,4,40815,1568701
69639,5,7,6,54056,1381831
73060,5,6,4,22695,905355
60567,7,6,3,22837,1060194
78491,6,6,4,25616,1482618
63390,7,4,2,33266,1030730
68001,5,7,5,42625,1198657
65510,5,6,4,46501,1298950
